gene	variance	detected_spots
MYH9	0.2688544547803381	638
COG5	0.2687838631422069	726
ATF3	0.2687070091117511	470
TMEM245	0.2686049046964782	730
PPP1R8	0.26853849781258077	612
NRG1	0.268528240340761	637
TRIM25	0.26852204142480435	725
KAT6B	0.2684265757654407	732
PRKAB1	0.2684004080250631	717
TACC3	0.268385532682666	688
UBR2	0.26837094493842684	692
PPT1	0.268350174964577	575
PHIP	0.26834881416329537	667
GPRC5D	0.2682892512552332	481
PDZD8	0.26821354494926525	622
ANKLE2	0.26817430013705434	717
MORF4L1	0.268171455140433	560
DNMT3A	0.26805919474315454	673
ARMC6	0.26805530873346456	633
SMIM26	0.2680394072387471	679
DNAJC21	0.2679847362314047	696
USP40	0.26797208831301034	673
NAT14	0.26796906705781315	661
ADK	0.2678901327236469	667
ASAH1	0.26786383721350093	676
TMEM168	0.26779364769584835	700
NDUFB9	0.26771280386374235	742
TES	0.267708775697736	677
SKIL	0.26769913675191703	708
SPTAN1	0.26757891026441405	660
STRN3	0.2675263451723757	669
ZBTB44	0.26740087276248314	710
PSMA7	0.2673763850992559	652
PLEKHO2	0.2673375409483775	672
NCOA7	0.2673257460885288	725
DEXI	0.26727211235211484	646
RNF168	0.26715198794737816	713
MAPK1IP1L	0.2671329747663245	681
CCL5	0.26688667178812203	637
TRIO	0.2668352888882483	618
RCN3	0.26683092879642123	603
TOX4	0.2667962855981584	672
ZNF175	0.2667796268526802	726
SH3GLB1	0.26675285421116374	623
ARL2BP	0.26673785803049915	672
ACTG1	0.26670534249742917	671
ELK4	0.26658830324960375	638
PIGH	0.2665474983545175	662
NRGN	0.26649436499855483	529
VPS53	0.266438223281963	710
PDCD6IP	0.26643759766408354	682
PML	0.2664027182108403	671
ISG15	0.26635041164213874	545
FAM90A26	0.266317150052667	545
PHF1	0.26631608283400837	727
CPNE3	0.26612566044959796	675
ACAP3	0.26593559208281836	694
TLE5	0.265931600886906	662
FAM111A	0.265908084235807	726
PRAMEF11	0.2658419863395217	544
VEGFB	0.2658400313659549	664
ZNF24	0.26580984402904967	714
GOLGA8O	0.26575941549176424	632
ID3	0.2657421020965128	612
NDUFB2	0.26566887469636774	534
CRKL	0.26563122591464666	655
RPTOR	0.26560626594423764	671
DYNLT1	0.2655514340870935	624
POLG2	0.26554041579505144	768
BMP8B	0.26552843273154814	530
CADPS	0.26540699157312364	582
AAMP	0.2653882262506063	749
SCPEP1	0.2653591945821895	624
DPM3	0.265350293569909	636
ASF1B	0.2653418768445118	606
MCTP2	0.2652347317760531	775
MYL9	0.265187452787412	580
MED22	0.2651771195899487	690
DAD1	0.2651445386349278	575
GLRX5	0.26512732047572524	690
LRRFIP2	0.26509069484473186	657
KCTD9	0.26501325086352684	683
ERO1B	0.2649130715242435	648
INTS6	0.2648523507898194	675
DEDD2	0.2647914288909517	664
SHMT1	0.26478916347098336	652
SYNGR1	0.26475145901186015	700
WASHC4	0.26470914724977207	664
APOL3	0.26465932307709944	547
APIP	0.2645544480608675	691
DUSP11	0.2645532832615607	655
ESYT1	0.26447200752884004	636
GBA	0.26442873042876736	680
FCRLA	0.2643851931334439	584
HSPA1B	0.26435373853219263	570
ASB8	0.26434178697806016	663
PWWP2B	0.26428476259403866	656
SLC12A6	0.2641660400978588	682
ZNF800	0.2641277645044804	636
IGHG3	0.26384177106573625	528
SLC35A4	0.2636965742317863	692
PPP6R1	0.2636393537240429	756
RNGTT	0.26361387491283544	690
ALAD	0.2635979206518104	714
APOL1	0.2635268631329474	578
AQP3	0.26352674576187535	662
SEC61A1	0.26352125797786985	691
HEXB	0.26352080794879257	571
TRMT112	0.26347300297022097	650
ATP2C1	0.2634567809556338	610
AFF4	0.2633411873617125	705
ZNF771	0.2632666087584809	629
DDHD1	0.2632354185560479	693
BRD4	0.2632098563646602	750
ARSA	0.2632090879941815	680
MANEA	0.263173325921592	571
LAPTM4A	0.2631486222602066	575
PLXNB2	0.2631019839162978	638
RTF2	0.2630798013419967	675
TBCEL	0.26299355426932314	715
KIDINS220	0.2628831995665211	664
RMND1	0.2628766155400742	657
LPAR6	0.2628659078182569	651
SUPT6H	0.2627971132467793	712
DAB2	0.2627521443481957	567
TYROBP	0.2627053579298807	600
SUPT16H	0.2626957903638685	680
TMEM19	0.2626849575726477	575
GPER1	0.26267787435637024	614
PPP4R2	0.26260328382118164	658
LNPEP	0.2625900485924527	721
ZZEF1	0.26248755282847164	726
ARPC4	0.2624368784134172	688
BNIP2	0.2624276684367481	681
SUN1	0.2624029706942148	654
TBC1D5	0.262323852501547	665
PSMD6	0.26223112430134743	683
TPRG1L	0.2621512092538793	665
LSM8	0.26209029092835395	646
C6orf226	0.26208376698156055	611
S100A13	0.26205472798666923	543
MGP	0.2620371353160898	564
PPWD1	0.2619963891628506	707
WASF2	0.26193809198448964	722
TRIM52	0.26192033062064823	781
PGGHG	0.26190634917501215	762
IFNAR2	0.26190079930077953	656
LIME1	0.26189731805218874	657
COG4	0.2618856428491611	711
TMEM14C	0.26185642983192803	663
HSF1	0.26185080065912086	711
USP9X	0.26178415421712986	699
NOTCH2	0.261770058964961	447
AFTPH	0.26173058050793924	649
VPS37A	0.2616770408268266	700
ZBTB25	0.2616382279125017	677
RPN2	0.2615710833294996	612
GIMAP2	0.26150940411657997	591
WLS	0.26149740897221957	595
USP14	0.2613721131928522	709
NUP210	0.2613175121230167	715
PDE7A	0.2612428974562208	627
PPP1R12A	0.26123905876216374	682
RO60	0.2612193241433236	656
BUD31	0.2611874038876072	621
CCS	0.2610718458048489	718
SH3BP5	0.26104905870123485	627
RMI2	0.2610234372566133	622
RNH1	0.2608823515095773	682
GAPVD1	0.2607575174358035	652
PWWP2A	0.26066901069999293	716
UNC50	0.26066857324312226	677
CHD8	0.26066372065194665	682
ITGAX	0.2604743732435219	577
PDIA4	0.26030634646985745	530
YY1	0.2602942284230638	692
CDK9	0.26027847414408145	710
PLRG1	0.26026309996550195	663
ZNF7	0.26019415463950596	645
CARHSP1	0.26014387011444157	655
ZRANB1	0.2600895154159074	668
ACO2	0.26003409815778117	682
RAB10	0.260033382865778	671
ABCA5	0.2599593329026506	620
AIG1	0.2599543334090532	653
ABCC5	0.2599298916023311	640
REST	0.259894808828825	678
RNF5	0.2598735622052621	634
PPARG	0.25986269870994655	627
OLFM4	0.2598343475166232	628
COA4	0.2597625456791417	664
C21orf91	0.2597290491918135	567
ALG14	0.25967411750122243	661
TMUB1	0.25959711860349377	675
IP6K2	0.2595063471933065	696
DVL3	0.2594121289626962	676
PI4KB	0.25940671448456554	659
RCC2	0.25939914915466095	653
MGME1	0.2593635802923107	663
GNS	0.2592739369283105	641
YIF1A	0.25925403638593825	655
COPS9	0.25920130324490986	575
MARCH2	0.25917865168398635	640
TSPAN13	0.25917842813581277	693
TMEM203	0.25904968870505307	650
FNDC3A	0.2590369141226852	713
PIGO	0.25896473986434987	661
LMO3	0.25892162166035654	598
POLD4	0.25888306682120493	656
CCN2	0.25881251468465094	619
SH3GL1	0.2587918526384834	661
SNX17	0.258790971352422	681
GRK6	0.25877622361971875	772
SNRPC	0.25874111717854753	635
MORC3	0.25865978490009706	672
UBA5	0.25865490987214096	673
ACAP2	0.2585732704596901	670
DARS	0.2585677097669447	626
NCL	0.25851811354038656	678
LPXN	0.25850710436065943	661
GFI1	0.258506487680761	626
MPP1	0.258485717915403	623
PLOD3	0.2584148060486955	604
DDAH2	0.25834071097058586	614
PLEKHA2	0.2582980295478988	692
TMEM167A	0.2582830936273286	625
BPTF	0.25825545797867633	720
PREB	0.2582427627612475	715
SGK3	0.2582242332246676	664
TADA2B	0.25818654101592275	686
MAP3K13	0.2581136810653187	636
NCOA4	0.2581047812553843	661
PPP4C	0.2580585342188447	709
RRNAD1	0.2580538384503153	615
ZNF765	0.2579099090439554	618
ACAP1	0.25783977206087577	643
SLC35F5	0.2577324238317992	668
RNF181	0.2576762272943639	701
PLXDC2	0.2576528087497097	682
TRA2B	0.2576473301091207	694
HEATR5B	0.25758805639449034	660
CTTN	0.2575530447449072	682
LZTFL1	0.257495873568219	488
GNG7	0.2573581313001799	654
GBF1	0.2572955305932442	653
PCSK7	0.2571682847022948	763
SCYL1	0.25715989698171526	692
RFLNB	0.2570926503747542	589
INPP5F	0.25702457036510634	607
ARL4C	0.2569802409176556	564
LGALS3	0.2569591213346412	592
PHRF1	0.2569461574266176	683
DPYSL2	0.2569387605092789	532
GMPPB	0.2569280393624191	704
MIA3	0.2568536254036691	670
TMEM234	0.2568489429885284	598
MEF2A	0.2568456450355988	677
COPS6	0.2568447791541422	566
KLF1	0.2567782113630777	635
TOMM5	0.25674023391344636	714
SH3BGRL	0.2567372630778895	545
APPL1	0.25671712771586314	632
TMEM173	0.2567144375964399	627
ERICH1	0.25667557189762474	700
CMIP	0.256661132060659	610
UBE2L6	0.2566285502162601	613
HIST1H2BG	0.2565283791058547	671
GTF2A1	0.25652571146432024	657
TSHR	0.2564897751449374	563
TMCC2	0.2564186025261799	674
YWHAG	0.2564052062259862	607
PDCL3	0.2563937398357422	642
ARFIP2	0.25627253986950493	730
SPATA33	0.256262393728149	646
RNFT1	0.2562080270088438	610
RAPGEF1	0.2562035285790729	701
PTPRS	0.2561603338756653	575
RAB21	0.2560601378036459	648
PBXIP1	0.2559765369167835	628
S1PR3	0.2559702469444282	580
FASTK	0.2559354195950795	645
GNG10	0.25591666737888535	618
SEMA4A	0.25589789584070327	578
NSFL1C	0.2558141586347197	633
HTATIP2	0.2557950590066839	630
TNFRSF14	0.2557470403937565	647
RETREG2	0.255734092641983	594
PLPP1	0.2556497450564344	551
FTCDNL1	0.25550044853941734	582
CREB1	0.25541689274977986	656
TMC6	0.25535951537638524	613
PARM1	0.2553413803205633	627
ARID1A	0.2553324138210558	699
PARP8	0.2553155196957926	669
CCL3	0.2553070696698433	341
RUFY1	0.25524759967704347	680
TFCP2	0.2552028354982732	686
STX6	0.25516584670371545	669
ADAM15	0.25509764836453064	709
DIP2A	0.2550131403205488	694
GIGYF1	0.2549948811506367	723
MYEOV	0.25494541778292995	674
CALM3	0.2549348183202689	652
EIF3G	0.25484960559163217	665
SIDT2	0.2548409219151345	609
USO1	0.254839955016499	654
UFM1	0.25483812080648843	652
MAPK8IP3	0.25470483227673074	755
SPSB3	0.25452646668073303	698
SUSD6	0.2545103341824428	676
EIF4E2	0.25449156070704637	574
IFNAR1	0.2544189960443464	634
SETD1B	0.2543007598042138	697
WIPI2	0.25428550889465257	732
ZNF317	0.2542571632479174	671
FLCN	0.2542468667183972	667
CTSA	0.2542380054364275	593
GTPBP2	0.25417538563671993	690
TRIM56	0.25417434091984015	668
SBNO2	0.2541612787821614	661
PPP4R3B	0.2540982130713272	672
DOT1L	0.25404311401254914	671
IVNS1ABP	0.25403999743247463	666
SLC2A4RG	0.25390633787693295	658
MTREX	0.2538422393665291	623
MARCH6	0.2538059101868873	702
SRSF9	0.25373116908077004	655
MLF2	0.2537060485418256	636
ARHGAP30	0.2536834101778779	573
MEAF6	0.2536408494287006	650
CDK13	0.2535592691088996	646
GTF3C3	0.25348333043489524	676
KNTC1	0.253377119179878	687
NOP56	0.25335193716844134	662
TATDN2	0.2531745896120673	671
ST3GAL3	0.2531392087064998	633
STX3	0.2531342438823555	652
BORCS8	0.253095952941924	649
UBE2O	0.2530772343082441	699
THRAP3	0.25306226346895133	730
ZDHHC20	0.2530553667838533	636
KHNYN	0.25302117868804075	676
ATF6	0.25300900349951594	643
BAK1	0.25293543675107844	600
SPG21	0.2528708919737757	658
PHYKPL	0.25282465064110843	719
PLTP	0.25277003008591287	579
INSIG2	0.2527296983774395	569
ALAS2	0.25270331040423044	588
CD27	0.2526719279504234	605
PYM1	0.25265344984589116	738
EIF4A2	0.2526485875329946	705
RNF138	0.2526200118489906	638
COMT	0.25261724001068203	612
HNRNPC	0.25256659261476555	640
PPM1L	0.2525245551689173	558
ID1	0.2525100206315237	591
HOOK3	0.2524885019074446	581
GCN1	0.252325637806604	677
FBXW5	0.25229262320286644	636
ORM1	0.25228283710409904	508
SLU7	0.2522358590012358	661
ZNHIT1	0.25223167792943685	585
DIDO1	0.2521962411173432	721
ARL14EP	0.2521362820890463	603
SERTAD2	0.2520569637064854	680
PMS1	0.2520293293715169	663
RAPGEF6	0.2519645164731151	727
SMIM30	0.2519384723738679	557
SPDYE6	0.25179065278019397	480
EIF4B	0.2517809307136563	671
MED28	0.25177671693597514	676
KHDC4	0.2517562691929799	689
WARS	0.25169056757527775	600
ZFAND2B	0.25165463243125835	665
FNTA	0.2516258598375854	686
NCAPG2	0.2515231347210159	594
PHACTR1	0.2515116771557231	622
MTMR4	0.2514733008891213	706
VASH1	0.2514447743505989	565
CDC123	0.25141010262536834	666
CYLD	0.2514034478463015	557
ING3	0.25129773044626846	615
PHAX	0.25129619158919664	650
ARMC10	0.25125947364217754	548
PEX2	0.25117889333475585	695
COPS7B	0.2511231921892724	643
ZSWIM8	0.2511214622122492	694
RAB30	0.2510911920220714	655
CASK	0.2510126873316509	645
RAPGEF5	0.2509761448738661	624
STK10	0.2509331242847161	643
FLNA	0.2509040149916733	523
DLD	0.2508929830275776	603
MYO1F	0.2508827152261793	623
SPAG9	0.2508562647879316	712
DGKZ	0.250855556490196	661
ZNF217	0.25078588870890095	684
PFAS	0.250781439706825	619
USP21	0.250653706227732	708
FICD	0.2506184759809583	611
ZNF559	0.25059900116342665	590
HSD17B4	0.25057203004984285	640
GGH	0.2505457263698786	649
CYP20A1	0.25049791135186905	630
SAXO2	0.25048660627866753	619
DECR1	0.2504079453883889	611
GPSM3	0.2504055126719266	676
BRAF	0.25037733533292283	626
TBC1D10C	0.2503588698528099	751
FLI1	0.25034260642687706	636
ALCAM	0.2503107381670681	622
PNKD	0.25024117101715143	637
FSTL1	0.2502379082586172	536
NME4	0.2502040441938654	697
SHARPIN	0.2501737174740697	690
MGAT4A	0.25015845475724036	594
EIF5B	0.2501098357049704	647
SERPINH1	0.25010623976303753	568
RXRB	0.25010553681041886	675
COX16	0.25009594227271686	601
MARK2	0.2500937043910581	657
GOLGB1	0.25006820066298147	686
KLHL24	0.24993053265156417	713
SP1	0.24986940029948798	645
FARSB	0.24962468945830066	669
ST6GALNAC6	0.24961809701765886	636
USP36	0.24952577808271642	617
EVI2A	0.24952350882358415	626
SMIM15	0.24951918959741975	636
POLR2G	0.2494755249385488	683
CYB5B	0.24944314318362926	647
ATP2A2	0.24938545939707463	609
SETD3	0.2493738678617962	656
MTO1	0.24924442973872124	682
RNF166	0.2492175255563635	669
SNRNP40	0.24919472891370098	628
U2SURP	0.24907354989639005	730
SMC1A	0.24898827763463596	657
CWF19L2	0.24892348150756563	721
SUZ12	0.24882315314964612	714
RGS3	0.24875045081456496	555
PLEK	0.2487467328838547	584
DBP	0.24870114079554523	643
ANXA7	0.2486859144012333	551
SPATS2	0.2486787822093985	707
TIMM8B	0.2486765646389867	666
CRCP	0.2486305963869667	614
CLU	0.24860837668546212	422
PFDN6	0.2484760479336518	638
NCF2	0.2484443102006669	606
STXBP1	0.24841630480635962	556
DGKE	0.24837712154310712	542
TNKS2	0.24834315118157602	641
PRRC2B	0.2482742569715256	739
ZNF532	0.24823357548290617	637
MPV17L	0.2481681868419531	578
ICAM2	0.24807156995345564	624
PTGDS	0.24797399669423134	503
SNX2	0.2479506290049255	632
TEN1	0.24793623851254867	640
SUPT3H	0.24786394017657942	563
SYNGR3	0.2477950168428412	653
RBL2	0.2477944455666903	667
SLC22A17	0.24779031065687354	494
PCED1A	0.2477732604162298	692
MSL2	0.24776990335983287	714
NFATC2IP	0.24768300677711194	665
NAA60	0.24764841742548357	626
MCMBP	0.2475731845790227	637
PLD4	0.24752707378686314	646
B4GALT1	0.2474553307290257	640
CERT1	0.24740163040910182	647
LBH	0.24738848345212125	655
ZIM2	0.2473713659204679	540
TGFBI	0.2473667754483202	490
TELO2	0.2473630304728893	637
TAOK1	0.24736005579955028	611
TBC1D15	0.24731784027011366	665
SOCS1	0.2472953656385566	722
PLEKHH3	0.24721328715265806	626
SLFN5	0.2471732240889577	607
KDM3A	0.24708549832043628	611
DCAF12	0.24700432626070185	666
SLC9A3R2	0.2469562258228202	579
VEZF1	0.24694624147205874	640
FPGS	0.24681655181335962	667
LYSMD4	0.24675519784781808	610
DELE1	0.2467298409636875	688
PPP1CB	0.24671685956526423	593
MICAL1	0.246712901360172	601
TAPBPL	0.24671068441968966	632
GPSM1	0.24667935821067957	545
RPN1	0.24667051739221946	565
GPCPD1	0.24652027217022218	743
PPCDC	0.24646789768498203	606
HOXB3	0.24646362657167978	542
SNX6	0.2464223312731284	614
EPRS	0.2463250386178622	631
ERO1A	0.2462673698502915	626
TNFSF10	0.2462566165125513	616
OCIAD1	0.24622781140368066	594
CWC15	0.24618913990440328	668
NFKBIZ	0.24617884314454022	541
MAGED1	0.24612336241128774	588
RELCH	0.24611827896717722	722
HP	0.24609989952794525	570
GCC2	0.24609948244467017	625
OSBPL2	0.24606448958686386	668
EIF2AK4	0.24602535415046634	679
MAP3K3	0.24602244577964472	601
FBXW4	0.24600755336808292	662
EIF2AK1	0.24600021648466083	690
WDR45B	0.24596135823711385	655
TRBC1	0.2458641383325288	579
CCR2	0.24584479978309287	642
CRTC3	0.245843644004935	641
NECAP2	0.24580550728204936	624
RHBDD1	0.24575802134176747	637
THADA	0.24574810337763725	706
CD79B	0.24573101724513804	622
SLC25A38	0.24570786656030538	684
SLC35B1	0.24567703256679868	642
NBEAL2	0.2456681437163403	646
MMP8	0.24565427629826422	632
SPTSSB	0.24560740201601722	572
FOPNL	0.2455888172947266	637
STK38L	0.24554485359490014	582
NFE2	0.24546041904931182	617
TMEM205	0.24543057769692925	600
TIMM10	0.2454034210209657	683
SPATS2L	0.24535249544407461	625
SLC46A3	0.24530003532453265	571
ANKIB1	0.2452872935649604	555
TRAC	0.2452780957470908	622
NUDT22	0.24523482477164468	674
VPS52	0.24518766474273307	667
ATP5IF1	0.2451219768999132	626
BUB3	0.24507773872588678	637
RNF215	0.24505255570122808	589
UBA3	0.24501277709695443	640
ARHGEF12	0.24499735747811804	661
MAPKAPK5	0.2449660424957917	650
ACOX1	0.24493628543961388	661
TRIOBP	0.24486798533665485	617
MFSD1	0.24486267260814032	627
UBQLN4	0.2448564036116243	577
OXA1L	0.2448360980507219	649
RSPRY1	0.24482813788258953	647
HAUS2	0.2446901256260065	616
TOR1A	0.24464865726403895	633
SFT2D3	0.24456345502772223	591
AC073111.4	0.24450727650019466	638
TAMM41	0.24444474979732828	615
VASH2	0.24431331682784985	643
AUP1	0.24429707236079573	632
ZMYM2	0.24414963759114194	704
MCM3AP	0.24407900570674387	649
CPSF2	0.2440156380959068	630
TSTD1	0.243954015892113	616
VAMP2	0.2439213724262777	637
SCAF8	0.24391724049976143	650
TPGS2	0.2439014103298239	662
SEC24D	0.24388042186646777	656
EIF2B5	0.2437672552352998	664
AGK	0.24373772443552658	511
ATF7IP	0.24372838643220388	684
SHISA5	0.24366987603433626	619
CD68	0.2436228591373118	549
CNOT11	0.24359712197973307	677
C1QB	0.24357009951404468	585
CEP120	0.2435696824233865	645
HECTD1	0.2435489919820035	659
CXXC5	0.24354745003834338	654
TMEM179B	0.2435061711531965	618
ADPGK	0.2435006909824004	686
SP3	0.24349162096056576	637
RNF26	0.24345728531539337	640
SELENBP1	0.24342275621637846	608
KRIT1	0.24335099083028522	667
EIF2S1	0.24332904480726195	627
KANK1	0.2432206731462955	675
RECQL	0.24302755992897593	607
NAT9	0.24302219668451336	698
PCNX2	0.2429834428741897	598
NUP153	0.2428997930861788	646
ATG13	0.24288462845497902	654
FAM120AOS	0.24287301803475805	665
ZNF322	0.24285662324999788	537
SEC24A	0.24270477811295252	640
MSL1	0.24264952677360657	719
ZNRD2	0.24262185363056743	635
PGP	0.24252478123599758	634
VPS35L	0.2424474774146882	598
CASP3	0.24244559547292985	644
PCMT1	0.24244382281605498	644
SPTLC2	0.24243862971282398	655
LRRC40	0.2424119052380458	641
AP2A1	0.24235049096486982	685
DDX6	0.24233629403177956	627
GPS1	0.24229498746126493	578
KDM4C	0.24223639369639607	699
SEMA4D	0.24222365848673183	639
PFKFB3	0.24204512225546268	679
POLR3E	0.24204187678834743	619
ARV1	0.24200943070375966	631
RBM47	0.24200287247817767	625
NBAS	0.24198761977439642	625
PNOC	0.24197252307853997	651
AMPD3	0.24196125250471565	630
MKNK2	0.24196064930494296	690
PSMF1	0.24193568280358893	663
ABHD17B	0.24189882604464366	557
APBB1IP	0.24178134408249594	632
ANAPC15	0.24173173767505862	708
C11orf68	0.2417044518303872	608
KLF9	0.24168812950522212	603
HEMGN	0.24165743236554957	613
TSC22D2	0.24165063654090893	678
DYNC1I2	0.24165014728341433	618
RTKN2	0.2416372442301668	550
TAB2	0.2416364094699217	550
LTV1	0.24159523066326752	617
STARD4	0.2415447388761188	574
MPLKIP	0.24152049603116962	577
RMND5A	0.2415124498470129	651
